model,cell,in_common,rho_grid,rho_self
catboost,"('kc1', 'label_noise')",False,0.05,0.05
catboost,"('kr-vs-kp', 'covariate_shift')",False,0.8,0.8
catboost,"('kr-vs-kp', 'label_noise')",False,0.0,0.0
catboost,"('mfeat-factors', 'covariate_shift')",True,0.1,0.1
catboost,"('mfeat-factors', 'label_noise')",True,0.05,0.05
catboost,"('mfeat-fourier', 'covariate_shift')",True,0.1,0.1
catboost,"('mfeat-fourier', 'label_noise')",True,0.1,0.1
catboost,"('mfeat-karhunen', 'covariate_shift')",True,0.1,0.1
catboost,"('mfeat-karhunen', 'label_noise')",True,0.05,0.05
catboost,"('mfeat-morphological', 'covariate_shift')",False,0.0,0.1
catboost,"('mfeat-morphological', 'label_noise')",False,0.0,0.2
catboost,"('mfeat-zernike', 'covariate_shift')",False,0.1,0.1
catboost,"('mfeat-zernike', 'label_noise')",False,0.1,0.1
catboost,"('optdigits', 'covariate_shift')",True,0.1,0.1
catboost,"('optdigits', 'label_noise')",True,0.05,0.05
catboost,"('ozone-level-8hr', 'covariate_shift')",False,0.1,0.1
catboost,"('ozone-level-8hr', 'label_noise')",False,0.05,0.05
catboost,"('pc1', 'covariate_shift')",False,0.0,0.0
catboost,"('pc1', 'label_noise')",False,0.0,0.0
catboost,"('pc3', 'covariate_shift')",False,0.05,0.05
catboost,"('pc3', 'label_noise')",False,0.05,0.05
catboost,"('pc4', 'covariate_shift')",False,0.0,0.0
catboost,"('pc4', 'label_noise')",False,0.05,0.05
catboost,"('pendigits', 'covariate_shift')",True,0.1,0.1
catboost,"('pendigits', 'label_noise')",True,0.05,0.05
catboost,"('phoneme', 'covariate_shift')",False,0.0,0.0
catboost,"('phoneme', 'label_noise')",False,0.05,0.05
catboost,"('qsar-biodeg', 'covariate_shift')",False,0.0,0.0
catboost,"('qsar-biodeg', 'label_noise')",False,0.05,0.05
catboost,"('satimage', 'covariate_shift')",False,0.05,0.05
catboost,"('satimage', 'label_noise')",False,0.05,0.05
catboost,"('segment', 'covariate_shift')",False,0.0,0.0
catboost,"('segment', 'label_noise')",False,0.05,0.05
catboost,"('spambase', 'covariate_shift')",False,0.0,0.0
catboost,"('spambase', 'label_noise')",False,0.05,0.05
catboost,"('splice', 'covariate_shift')",True,0.8,0.8
catboost,"('splice', 'label_noise')",True,0.05,0.05
catboost,"('steel-plates-fault', 'covariate_shift')",True,0.4,0.4
catboost,"('steel-plates-fault', 'label_noise')",True,0.0,0.0
catboost,"('texture', 'covariate_shift')",True,0.05,0.1
catboost,"('texture', 'label_noise')",True,0.05,0.05
catboost,"('tic-tac-toe', 'covariate_shift')",False,0.8,0.8
catboost,"('tic-tac-toe', 'label_noise')",False,0.0,0.0
catboost,"('vehicle', 'covariate_shift')",False,0.0,0.0
catboost,"('vehicle', 'label_noise')",False,0.05,0.05
catboost,"('vowel', 'covariate_shift')",False,0.05,0.05
catboost,"('vowel', 'label_noise')",False,0.0,0.05
catboost,"('wall-robot-navigation', 'covariate_shift')",False,0.0,0.0
catboost,"('wall-robot-navigation', 'label_noise')",False,0.05,0.05
catboost,"('wdbc', 'covariate_shift')",True,0.0,0.0
catboost,"('wdbc', 'label_noise')",True,0.05,0.05
hist_gbdt,"('GesturePhaseSegmentation', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('GesturePhaseSegmentation', 'label_noise')",False,0.2,0.1
hist_gbdt,"('MiceProtein', 'covariate_shift')",True,0.0,0.0
hist_gbdt,"('MiceProtein', 'label_noise')",True,0.1,0.1
hist_gbdt,"('PhishingWebsites', 'covariate_shift')",False,0.8,0.8
hist_gbdt,"('PhishingWebsites', 'label_noise')",False,0.0,0.0
hist_gbdt,"('analcatdata_authorship', 'covariate_shift')",True,0.05,0.05
hist_gbdt,"('analcatdata_authorship', 'label_noise')",True,0.2,0.2
hist_gbdt,"('breast-w', 'covariate_shift')",True,0.05,0.1
hist_gbdt,"('breast-w', 'label_noise')",True,0.0,0.05
hist_gbdt,"('car', 'covariate_shift')",False,0.8,0.8
hist_gbdt,"('car', 'label_noise')",False,0.05,0.05
hist_gbdt,"('churn', 'covariate_shift')",False,0.05,0.05
hist_gbdt,"('churn', 'label_noise')",False,0.05,0.05
hist_gbdt,"('climate-model-simulation-crashes', 'covariate_shift')",False,0.0,0.5
hist_gbdt,"('climate-model-simulation-crashes', 'label_noise')",False,0.0,0.1
hist_gbdt,"('cmc', 'covariate_shift')",False,0.0,0.05
hist_gbdt,"('cmc', 'label_noise')",False,0.0,0.3
hist_gbdt,"('cnae-9', 'covariate_shift')",False,0.0,0.2
hist_gbdt,"('cnae-9', 'label_noise')",False,0.0,0.2
hist_gbdt,"('credit-approval', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('credit-approval', 'label_noise')",False,0.0,0.1
hist_gbdt,"('credit-g', 'covariate_shift')",False,0.0,0.6
hist_gbdt,"('credit-g', 'label_noise')",False,0.0,0.2
hist_gbdt,"('diabetes', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('diabetes', 'label_noise')",False,0.0,0.05
hist_gbdt,"('dna', 'covariate_shift')",False,0.8,0.8
hist_gbdt,"('dna', 'label_noise')",False,0.1,0.1
hist_gbdt,"('dresses-sales', 'covariate_shift')",False,0.0,0.05
hist_gbdt,"('dresses-sales', 'label_noise')",False,0.0,0.0
hist_gbdt,"('eucalyptus', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('eucalyptus', 'label_noise')",False,0.0,0.1
hist_gbdt,"('first-order-theorem-proving', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('first-order-theorem-proving', 'label_noise')",False,0.0,0.2
hist_gbdt,"('ilpd', 'covariate_shift')",False,0.0,0.05
hist_gbdt,"('ilpd', 'label_noise')",False,0.0,0.3
hist_gbdt,"('kc1', 'covariate_shift')",False,0.0,0.2
hist_gbdt,"('kc1', 'label_noise')",False,0.0,0.05
hist_gbdt,"('kr-vs-kp', 'covariate_shift')",False,0.8,0.8
hist_gbdt,"('kr-vs-kp', 'label_noise')",False,0.0,0.0
hist_gbdt,"('mfeat-factors', 'covariate_shift')",True,0.1,0.1
hist_gbdt,"('mfeat-factors', 'label_noise')",True,0.2,0.2
hist_gbdt,"('mfeat-fourier', 'covariate_shift')",True,0.0,0.05
hist_gbdt,"('mfeat-fourier', 'label_noise')",True,0.05,0.3
hist_gbdt,"('mfeat-karhunen', 'covariate_shift')",True,0.05,0.1
hist_gbdt,"('mfeat-karhunen', 'label_noise')",True,0.2,0.2
hist_gbdt,"('mfeat-morphological', 'covariate_shift')",False,0.0,0.05
hist_gbdt,"('mfeat-morphological', 'label_noise')",False,0.0,0.2
hist_gbdt,"('mfeat-zernike', 'covariate_shift')",False,0.0,0.2
hist_gbdt,"('mfeat-zernike', 'label_noise')",False,0.0,0.3
hist_gbdt,"('optdigits', 'covariate_shift')",True,0.1,0.1
hist_gbdt,"('optdigits', 'label_noise')",True,0.2,0.2
hist_gbdt,"('ozone-level-8hr', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('ozone-level-8hr', 'label_noise')",False,0.0,0.1
hist_gbdt,"('pc1', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('pc1', 'label_noise')",False,0.0,0.0
hist_gbdt,"('pc3', 'covariate_shift')",False,0.0,0.1
hist_gbdt,"('pc3', 'label_noise')",False,0.0,0.1
hist_gbdt,"('pc4', 'covariate_shift')",False,0.0,0.05
hist_gbdt,"('pc4', 'label_noise')",False,0.0,0.1
hist_gbdt,"('pendigits', 'covariate_shift')",True,0.05,0.05
hist_gbdt,"('pendigits', 'label_noise')",True,0.1,0.1
hist_gbdt,"('phoneme', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('phoneme', 'label_noise')",False,0.05,0.05
hist_gbdt,"('qsar-biodeg', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('qsar-biodeg', 'label_noise')",False,0.0,0.05
hist_gbdt,"('satimage', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('satimage', 'label_noise')",False,0.1,0.2
hist_gbdt,"('segment', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('segment', 'label_noise')",False,0.1,0.1
hist_gbdt,"('spambase', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('spambase', 'label_noise')",False,0.05,0.05
hist_gbdt,"('splice', 'covariate_shift')",True,0.8,0.8
hist_gbdt,"('splice', 'label_noise')",True,0.1,0.2
hist_gbdt,"('steel-plates-fault', 'covariate_shift')",True,0.4,0.4
hist_gbdt,"('steel-plates-fault', 'label_noise')",True,0.05,0.05
hist_gbdt,"('texture', 'covariate_shift')",True,0.05,0.05
hist_gbdt,"('texture', 'label_noise')",True,0.2,0.2
hist_gbdt,"('tic-tac-toe', 'covariate_shift')",False,0.8,0.8
hist_gbdt,"('tic-tac-toe', 'label_noise')",False,0.0,0.0
hist_gbdt,"('vehicle', 'covariate_shift')",False,0.0,0.05
hist_gbdt,"('vehicle', 'label_noise')",False,0.0,0.2
hist_gbdt,"('vowel', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('vowel', 'label_noise')",False,0.1,0.1
hist_gbdt,"('wall-robot-navigation', 'covariate_shift')",False,0.0,0.0
hist_gbdt,"('wall-robot-navigation', 'label_noise')",False,0.1,0.1
hist_gbdt,"('wdbc', 'covariate_shift')",True,0.0,0.0
hist_gbdt,"('wdbc', 'label_noise')",True,0.1,0.1
logreg,"('GesturePhaseSegmentation', 'covariate_shift')",False,0.0,0.05
logreg,"('GesturePhaseSegmentation', 'label_noise')",False,0.0,0.2
logreg,"('MiceProtein', 'covariate_shift')",True,0.3,0.3
logreg,"('MiceProtein', 'label_noise')",True,0.05,0.05
logreg,"('PhishingWebsites', 'covariate_shift')",False,0.0,0.8
logreg,"('PhishingWebsites', 'label_noise')",False,0.0,0.0
logreg,"('analcatdata_authorship', 'covariate_shift')",True,0.2,0.2
logreg,"('analcatdata_authorship', 'label_noise')",True,0.0,0.0
logreg,"('breast-w', 'covariate_shift')",True,0.1,0.1
logreg,"('breast-w', 'label_noise')",True,0.0,0.05
logreg,"('car', 'covariate_shift')",False,0.0,0.8
logreg,"('car', 'label_noise')",False,0.0,0.0
logreg,"('churn', 'covariate_shift')",False,0.0,0.2
logreg,"('churn', 'label_noise')",False,0.0,0.1
logreg,"('climate-model-simulation-crashes', 'covariate_shift')",False,0.3,0.1
logreg,"('climate-model-simulation-crashes', 'label_noise')",False,0.05,0.0
logreg,"('cmc', 'covariate_shift')",False,0.0,0.5
logreg,"('cmc', 'label_noise')",False,0.0,0.3
logreg,"('cnae-9', 'covariate_shift')",False,0.2,0.2
logreg,"('cnae-9', 'label_noise')",False,0.0,0.0
logreg,"('credit-approval', 'covariate_shift')",False,0.2,0.2
logreg,"('credit-approval', 'label_noise')",False,0.1,0.1
logreg,"('credit-g', 'covariate_shift')",False,0.1,0.2
logreg,"('credit-g', 'label_noise')",False,0.1,0.1
logreg,"('diabetes', 'covariate_shift')",False,0.0,0.1
logreg,"('diabetes', 'label_noise')",False,0.0,0.2
logreg,"('dna', 'covariate_shift')",False,0.0,0.8
logreg,"('dna', 'label_noise')",False,0.0,0.05
logreg,"('dresses-sales', 'covariate_shift')",False,0.0,0.8
logreg,"('dresses-sales', 'label_noise')",False,0.0,0.05
logreg,"('eucalyptus', 'covariate_shift')",False,0.0,0.05
logreg,"('eucalyptus', 'label_noise')",False,0.05,0.05
logreg,"('first-order-theorem-proving', 'covariate_shift')",False,0.0,0.1
logreg,"('first-order-theorem-proving', 'label_noise')",False,0.0,0.2
logreg,"('ilpd', 'covariate_shift')",False,0.0,0.05
logreg,"('ilpd', 'label_noise')",False,0.0,0.1
logreg,"('kc1', 'covariate_shift')",False,0.6,0.6
logreg,"('kc1', 'label_noise')",False,0.1,0.1
logreg,"('kr-vs-kp', 'covariate_shift')",False,0.0,0.8
logreg,"('kr-vs-kp', 'label_noise')",False,0.0,0.0
logreg,"('mfeat-factors', 'covariate_shift')",True,0.3,0.3
logreg,"('mfeat-factors', 'label_noise')",True,0.05,0.05
logreg,"('mfeat-fourier', 'covariate_shift')",True,0.0,0.05
logreg,"('mfeat-fourier', 'label_noise')",True,0.0,0.05
logreg,"('mfeat-karhunen', 'covariate_shift')",True,0.1,0.1
logreg,"('mfeat-karhunen', 'label_noise')",True,0.0,0.05
logreg,"('mfeat-morphological', 'covariate_shift')",False,0.1,0.1
logreg,"('mfeat-morphological', 'label_noise')",False,0.05,0.05
logreg,"('mfeat-zernike', 'covariate_shift')",False,0.1,0.1
logreg,"('mfeat-zernike', 'label_noise')",False,0.1,0.05
logreg,"('optdigits', 'covariate_shift')",True,0.2,0.2
logreg,"('optdigits', 'label_noise')",True,0.0,0.05
logreg,"('ozone-level-8hr', 'covariate_shift')",False,0.2,0.2
logreg,"('ozone-level-8hr', 'label_noise')",False,0.0,0.05
logreg,"('pc1', 'covariate_shift')",False,0.0,0.2
logreg,"('pc1', 'label_noise')",False,0.0,0.05
logreg,"('pc3', 'covariate_shift')",False,0.1,0.6
logreg,"('pc3', 'label_noise')",False,0.0,0.05
logreg,"('pc4', 'covariate_shift')",False,0.1,0.2
logreg,"('pc4', 'label_noise')",False,0.0,0.0
logreg,"('pendigits', 'covariate_shift')",True,0.0,0.05
logreg,"('pendigits', 'label_noise')",True,0.0,0.0
logreg,"('phoneme', 'covariate_shift')",False,0.0,0.3
logreg,"('phoneme', 'label_noise')",False,0.0,0.1
logreg,"('qsar-biodeg', 'covariate_shift')",False,0.0,0.05
logreg,"('qsar-biodeg', 'label_noise')",False,0.05,0.05
logreg,"('satimage', 'covariate_shift')",False,0.0,0.1
logreg,"('satimage', 'label_noise')",False,0.0,0.0
logreg,"('segment', 'covariate_shift')",False,0.0,0.1
logreg,"('segment', 'label_noise')",False,0.0,0.05
logreg,"('spambase', 'covariate_shift')",False,0.0,0.05
logreg,"('spambase', 'label_noise')",False,0.0,0.0
logreg,"('splice', 'covariate_shift')",True,0.8,0.8
logreg,"('splice', 'label_noise')",True,0.0,0.05
logreg,"('steel-plates-fault', 'covariate_shift')",True,0.05,0.05
logreg,"('steel-plates-fault', 'label_noise')",True,0.0,0.0
logreg,"('texture', 'covariate_shift')",True,0.1,0.1
logreg,"('texture', 'label_noise')",True,0.0,0.05
logreg,"('tic-tac-toe', 'covariate_shift')",False,0.0,0.8
logreg,"('tic-tac-toe', 'label_noise')",False,0.0,0.05
logreg,"('vehicle', 'covariate_shift')",False,0.1,0.1
logreg,"('vehicle', 'label_noise')",False,0.05,0.05
logreg,"('vowel', 'covariate_shift')",False,0.0,0.05
logreg,"('vowel', 'label_noise')",False,0.0,0.0
logreg,"('wall-robot-navigation', 'covariate_shift')",False,0.0,0.05
logreg,"('wall-robot-navigation', 'label_noise')",False,0.0,0.05
logreg,"('wdbc', 'covariate_shift')",True,0.05,0.05
logreg,"('wdbc', 'label_noise')",True,0.05,0.0
tabicl,"('GesturePhaseSegmentation', 'covariate_shift')",False,0.0,0.0
tabicl,"('GesturePhaseSegmentation', 'label_noise')",False,0.1,0.05
tabicl,"('MiceProtein', 'covariate_shift')",True,0.3,0.3
tabicl,"('MiceProtein', 'label_noise')",True,0.1,0.1
tabicl,"('PhishingWebsites', 'covariate_shift')",False,0.8,0.8
tabicl,"('PhishingWebsites', 'label_noise')",False,0.05,0.05
tabicl,"('analcatdata_authorship', 'covariate_shift')",True,0.1,0.1
tabicl,"('analcatdata_authorship', 'label_noise')",True,0.1,0.1
tabicl,"('breast-w', 'covariate_shift')",True,0.0,0.0
tabicl,"('breast-w', 'label_noise')",True,0.05,0.05
tabicl,"('car', 'covariate_shift')",False,0.8,0.8
tabicl,"('car', 'label_noise')",False,0.05,0.05
tabicl,"('churn', 'covariate_shift')",False,0.05,0.0
tabicl,"('churn', 'label_noise')",False,0.05,0.05
tabicl,"('climate-model-simulation-crashes', 'covariate_shift')",False,0.2,0.1
tabicl,"('climate-model-simulation-crashes', 'label_noise')",False,0.1,0.0
tabicl,"('cmc', 'covariate_shift')",False,0.0,0.1
tabicl,"('cmc', 'label_noise')",False,0.0,0.1
tabicl,"('cnae-9', 'covariate_shift')",False,0.0,0.0
tabicl,"('cnae-9', 'label_noise')",False,0.1,0.1
tabicl,"('credit-approval', 'covariate_shift')",False,0.3,0.1
tabicl,"('credit-approval', 'label_noise')",False,0.1,0.1
tabicl,"('credit-g', 'covariate_shift')",False,0.5,0.5
tabicl,"('credit-g', 'label_noise')",False,0.1,0.1
tabicl,"('diabetes', 'covariate_shift')",False,0.1,0.1
tabicl,"('diabetes', 'label_noise')",False,0.1,0.1
tabicl,"('dna', 'covariate_shift')",False,0.8,0.8
tabicl,"('dna', 'label_noise')",False,0.1,0.1
tabicl,"('dresses-sales', 'covariate_shift')",False,0.0,0.8
tabicl,"('dresses-sales', 'label_noise')",False,0.0,0.1
tabicl,"('eucalyptus', 'covariate_shift')",False,0.0,0.0
tabicl,"('eucalyptus', 'label_noise')",False,0.05,0.05
tabicl,"('first-order-theorem-proving', 'covariate_shift')",False,0.0,0.0
tabicl,"('first-order-theorem-proving', 'label_noise')",False,0.2,0.1
tabicl,"('ilpd', 'covariate_shift')",False,0.0,0.05
tabicl,"('ilpd', 'label_noise')",False,0.0,0.1
tabicl,"('kc1', 'covariate_shift')",False,0.0,0.0
tabicl,"('kc1', 'label_noise')",False,0.1,0.05
tabicl,"('kr-vs-kp', 'covariate_shift')",False,0.8,0.8
tabicl,"('kr-vs-kp', 'label_noise')",False,0.05,0.05
tabicl,"('mfeat-factors', 'covariate_shift')",True,0.2,0.2
tabicl,"('mfeat-factors', 'label_noise')",True,0.1,0.1
tabicl,"('mfeat-fourier', 'covariate_shift')",True,0.1,0.1
tabicl,"('mfeat-fourier', 'label_noise')",True,0.1,0.1
tabicl,"('mfeat-karhunen', 'covariate_shift')",True,0.2,0.2
tabicl,"('mfeat-karhunen', 'label_noise')",True,0.1,0.1
tabicl,"('mfeat-morphological', 'covariate_shift')",False,0.0,0.0
tabicl,"('mfeat-morphological', 'label_noise')",False,0.1,0.1
tabicl,"('mfeat-zernike', 'covariate_shift')",False,0.1,0.1
tabicl,"('mfeat-zernike', 'label_noise')",False,0.1,0.1
tabicl,"('optdigits', 'covariate_shift')",True,0.05,0.0
tabicl,"('optdigits', 'label_noise')",True,0.1,0.1
tabicl,"('ozone-level-8hr', 'covariate_shift')",False,0.3,0.1
tabicl,"('ozone-level-8hr', 'label_noise')",False,0.05,0.05
tabicl,"('pc1', 'covariate_shift')",False,0.0,0.0
tabicl,"('pc1', 'label_noise')",False,0.05,0.05
tabicl,"('pc3', 'covariate_shift')",False,0.05,0.0
tabicl,"('pc3', 'label_noise')",False,0.05,0.05
tabicl,"('pc4', 'covariate_shift')",False,0.0,0.0
tabicl,"('pc4', 'label_noise')",False,0.05,0.05
tabicl,"('pendigits', 'covariate_shift')",True,0.0,0.0
tabicl,"('pendigits', 'label_noise')",True,0.1,0.1
tabicl,"('phoneme', 'covariate_shift')",False,0.0,0.0
tabicl,"('phoneme', 'label_noise')",False,0.1,0.05
tabicl,"('qsar-biodeg', 'covariate_shift')",False,0.0,0.0
tabicl,"('qsar-biodeg', 'label_noise')",False,0.05,0.05
tabicl,"('satimage', 'covariate_shift')",False,0.05,0.05
tabicl,"('satimage', 'label_noise')",False,0.1,0.05
tabicl,"('segment', 'covariate_shift')",False,0.0,0.0
tabicl,"('segment', 'label_noise')",False,0.1,0.1
tabicl,"('spambase', 'covariate_shift')",False,0.0,0.0
tabicl,"('spambase', 'label_noise')",False,0.05,0.05
tabicl,"('splice', 'covariate_shift')",True,0.8,0.8
tabicl,"('splice', 'label_noise')",True,0.1,0.05
tabicl,"('steel-plates-fault', 'covariate_shift')",True,0.0,0.0
tabicl,"('steel-plates-fault', 'label_noise')",True,0.05,0.05
tabicl,"('texture', 'covariate_shift')",True,0.2,0.2
tabicl,"('texture', 'label_noise')",True,0.1,0.1
tabicl,"('tic-tac-toe', 'covariate_shift')",False,0.8,0.8
tabicl,"('tic-tac-toe', 'label_noise')",False,0.05,0.05
tabicl,"('vehicle', 'covariate_shift')",False,0.1,0.0
tabicl,"('vehicle', 'label_noise')",False,0.1,0.05
tabicl,"('vowel', 'covariate_shift')",False,0.1,0.05
tabicl,"('vowel', 'label_noise')",False,0.05,0.05
tabicl,"('wall-robot-navigation', 'covariate_shift')",False,0.0,0.0
tabicl,"('wall-robot-navigation', 'label_noise')",False,0.05,0.05
tabicl,"('wdbc', 'covariate_shift')",True,0.05,0.0
tabicl,"('wdbc', 'label_noise')",True,0.1,0.0
tabpfn,"('GesturePhaseSegmentation', 'covariate_shift')",False,0.0,0.0
tabpfn,"('GesturePhaseSegmentation', 'label_noise')",False,0.05,0.0
tabpfn,"('MiceProtein', 'covariate_shift')",True,0.2,0.2
tabpfn,"('MiceProtein', 'label_noise')",True,0.1,0.05
tabpfn,"('PhishingWebsites', 'covariate_shift')",False,0.8,0.8
tabpfn,"('PhishingWebsites', 'label_noise')",False,0.05,0.05
tabpfn,"('analcatdata_authorship', 'covariate_shift')",True,0.1,0.1
tabpfn,"('analcatdata_authorship', 'label_noise')",True,0.1,0.05
tabpfn,"('breast-w', 'covariate_shift')",True,0.05,0.05
tabpfn,"('breast-w', 'label_noise')",True,0.05,0.05
tabpfn,"('car', 'covariate_shift')",False,0.8,0.8
tabpfn,"('car', 'label_noise')",False,0.05,0.05
tabpfn,"('churn', 'covariate_shift')",False,0.05,0.05
tabpfn,"('churn', 'label_noise')",False,0.1,0.05
tabpfn,"('climate-model-simulation-crashes', 'covariate_shift')",False,0.2,0.1
tabpfn,"('climate-model-simulation-crashes', 'label_noise')",False,0.1,0.0
tabpfn,"('cmc', 'covariate_shift')",False,0.0,0.1
tabpfn,"('cmc', 'label_noise')",False,0.0,0.1
tabpfn,"('cnae-9', 'covariate_shift')",False,0.0,0.0
tabpfn,"('cnae-9', 'label_noise')",False,0.0,0.1
tabpfn,"('credit-approval', 'covariate_shift')",False,0.1,0.1
tabpfn,"('credit-approval', 'label_noise')",False,0.1,0.1
tabpfn,"('credit-g', 'covariate_shift')",False,0.5,0.6
tabpfn,"('credit-g', 'label_noise')",False,0.1,0.1
tabpfn,"('diabetes', 'covariate_shift')",False,0.05,0.05
tabpfn,"('diabetes', 'label_noise')",False,0.1,0.2
tabpfn,"('dna', 'covariate_shift')",False,0.8,0.8
tabpfn,"('dna', 'label_noise')",False,0.05,0.05
tabpfn,"('dresses-sales', 'covariate_shift')",False,0.0,0.8
tabpfn,"('dresses-sales', 'label_noise')",False,0.0,0.1
tabpfn,"('eucalyptus', 'covariate_shift')",False,0.0,0.0
tabpfn,"('eucalyptus', 'label_noise')",False,0.05,0.05
tabpfn,"('first-order-theorem-proving', 'covariate_shift')",False,0.0,0.0
tabpfn,"('first-order-theorem-proving', 'label_noise')",False,0.2,0.1
tabpfn,"('ilpd', 'covariate_shift')",False,0.0,0.05
tabpfn,"('ilpd', 'label_noise')",False,0.0,0.1
tabpfn,"('kc1', 'covariate_shift')",False,0.0,0.0
tabpfn,"('kc1', 'label_noise')",False,0.1,0.05
tabpfn,"('kr-vs-kp', 'covariate_shift')",False,0.8,0.8
tabpfn,"('kr-vs-kp', 'label_noise')",False,0.05,0.05
tabpfn,"('mfeat-factors', 'covariate_shift')",True,0.2,0.1
tabpfn,"('mfeat-factors', 'label_noise')",True,0.1,0.1
tabpfn,"('mfeat-fourier', 'covariate_shift')",True,0.1,0.1
tabpfn,"('mfeat-fourier', 'label_noise')",True,0.1,0.1
tabpfn,"('mfeat-karhunen', 'covariate_shift')",True,0.1,0.1
tabpfn,"('mfeat-karhunen', 'label_noise')",True,0.1,0.1
tabpfn,"('mfeat-morphological', 'covariate_shift')",False,0.0,0.0
tabpfn,"('mfeat-morphological', 'label_noise')",False,0.1,0.1
tabpfn,"('mfeat-zernike', 'covariate_shift')",False,0.1,0.1
tabpfn,"('mfeat-zernike', 'label_noise')",False,0.1,0.1
tabpfn,"('optdigits', 'covariate_shift')",True,0.0,0.0
tabpfn,"('optdigits', 'label_noise')",True,0.1,0.1
tabpfn,"('ozone-level-8hr', 'covariate_shift')",False,0.1,0.1
tabpfn,"('ozone-level-8hr', 'label_noise')",False,0.05,0.05
tabpfn,"('pc1', 'covariate_shift')",False,0.0,0.05
tabpfn,"('pc1', 'label_noise')",False,0.05,0.05
tabpfn,"('pc3', 'covariate_shift')",False,0.05,0.05
tabpfn,"('pc3', 'label_noise')",False,0.05,0.05
tabpfn,"('pc4', 'covariate_shift')",False,0.0,0.0
tabpfn,"('pc4', 'label_noise')",False,0.05,0.05
tabpfn,"('pendigits', 'covariate_shift')",True,0.05,0.05
tabpfn,"('pendigits', 'label_noise')",True,0.1,0.1
tabpfn,"('phoneme', 'covariate_shift')",False,0.0,0.0
tabpfn,"('phoneme', 'label_noise')",False,0.1,0.05
tabpfn,"('qsar-biodeg', 'covariate_shift')",False,0.0,0.0
tabpfn,"('qsar-biodeg', 'label_noise')",False,0.05,0.05
tabpfn,"('satimage', 'covariate_shift')",False,0.05,0.05
tabpfn,"('satimage', 'label_noise')",False,0.1,0.05
tabpfn,"('segment', 'covariate_shift')",False,0.0,0.0
tabpfn,"('segment', 'label_noise')",False,0.1,0.1
tabpfn,"('spambase', 'covariate_shift')",False,0.0,0.0
tabpfn,"('spambase', 'label_noise')",False,0.05,0.05
tabpfn,"('splice', 'covariate_shift')",True,0.8,0.8
